Nom De L'application,Prix,Catégorie,Developpeur,Date De Sortie,Description
Net Speed Game Bar Widget,0.99,Utilitaires et outils,Giovanni Brienza,10/29/2021 8:19:25 PM,"Net Speed Widget is a simple network monitor for Game Bar which shows your real time network traffic speed on the network interface of your choice. 

Widget can be adjusted changing text color and size, background transparency, prefixes for your download and upload indicators. It can be placed strategically on your screen to constantly monitor the network activity by pinning the widget in the game bar and activating the click-through option.

---

PLEASE READ THIS:

THIS IS NOT a standalone app but a Game Bar WIDGET (you won't find this widget listed in your start menu). To use this widget you have to launch Game Bar overlay by pressing WIN+G on the keyboard of by using the guide button on a Xbox Controller. Following this you have to add the widget to the Game Bar by selecting it in the widget list (from the top menu, second button from the left)."
Smart Home Design | 3D Floor Plan,14.99,Loisirs,Softwareentwicklung Kemper,8/20/2021 2:27:02 PM,Smart Home Design vous offre la possibilité de créer des plans d'étage 3D rapidement et facilement et de meubler vos pièces selon vos goûts. Créez des images haute résolution de votre projet avec Smart Home Design. Convainquez vos clients et partenaires commerciaux avec des images 3D. Utilisez le mode à la première personne pour parcourir virtuellement votre projet. Planifiez votre projet de construction ou meublez votre propre maison. Smart Home Design vous y aidera.
Desktop - Clock,0.99,Utilitaires et outils,s software,10/12/2020 10:41:56 AM,"Une application d'horloge numérique pour les ordinateurs de bureau.

Vous pouvez changer

Police de caractère,
taille de police,
couleur de la police,
Couleur de l'arrière plan,
image de fond,
transparence,
position temporelle à l'écran.

Mode 12 heures/24 heures.

Mode plein écran.

Démarre au démarrage de Windows."
Keyboard and Mouse Recorder - Auto Tasks,7.49,Utilitaires et outils,Eshqol Development,10/4/2021 9:20:48 AM,": The best tool for automating your daily tasks

Create a Task
AutoTask will record your keyboard and mouse actions.

Record a shortcut
Simply choose the text you want to perform the shortcut on and press the shortcut's key.

Performing a Task
Simply say the name of your task or choose a keyboard shortcut of your own, and AutoTasks will start performing your task.

Schedule a Task
Choose the date and the time when the task is going to be performed automatically. 

Creating a shortcut
Any time when you press the chosen key, the text is displayed automatically."
IRCAM Thermal Viewer,89.99,Outils de développement,R.M.H Solutions,5/15/2023 6:06:00 AM,"IRCAM Thermal Viewer, is an Infrared Thermal Camera Analysis software, for use in applications such as Temperature Monitoring, Thermal Inspection, Electronics Repair, Scientific Research, Search and Rescue, Electronics R&D and much more. 

Supported Thermal Cameras:
•	InfiRay T2L (Including V2 & A2 Models)
•	InfiRay T2-Search (Including V2 & A2 Models)
•	InfiRay T2S+ (Including V2 & A2 Models)
•	InfiRay T2Pro (Including V2 & A2 Models)
•	InfiRay T3-Search
•	InfiRay T3S
•	InfiRay T3Pro
•	InfiRay P2
•	InfiRay P2Pro
•	InfiRay DV-DL13
•	InfiRay S0 Series
•	InfiRay Tiny1-C
•	HTI HT-301
•	UNI-T UTi260M 
•	TOPDON TC001
•	TOPDON TC002
•	Victor 328B

The software includes many advanced features, with more being added continuously. Perfect for any thermal analysis application.

The software was written and developed to be used with the InfiRay series of thermal cameras, but support for any UVC thermal camera can be added, to enable the software to be used with a large selection of thermal cameras from different brands.  

There are many High-End thermal cameras on the market, especially coming from the Chinese market. These cameras offer very impressive specifications, and for an affordable price. Some of these cameras even rival or outperform many of the well-known brand thermal cameras, and for a fraction of the price.

The downside of buying such a camera, is that almost all of these cameras, are lacking some kind of analysis software for PC. The majority of the cameras, are limited by the functionality of a specific manufacturer written Android or IOS app, which heavily limit the usability and functionality of such capable thermal cameras.   

If more advanced features, functionality and a capable PC software is needed, then only well-known brand thermal cameras offer such a solution – but for a price no private person or small business could ever afford - and with limitations on the physical camera specifications, due to restrictions on the European and American market.

This is where IRCAM Thermal Viewer comes in. IRCAM Thermal Viewer is developed by a Danish electronics engineer, with a passion for thermal imaging. This software is the much-needed PC analysis software, which finally unlocks the potential of a vast selection of thermal cameras available on the market. The software features a large selection of advanced features and a community Discord server, where users can ask questions, report issues and suggest new features to future versions of the software.

Thank you for choosing IRCAM Thermal Viewer, Hope to see and hear from you on Discord! https://discord.gg/RAcbW6M9hg"
MPEG-2 Video Extensions,0.99,Photo et vidéo,Yellow Elephant Productions,11/25/2020 1:10:54 PM,"La seule et principale fonction de MPEG-2 Video Extension est de permettre la lecture de fichiers au format MPEG-2.

MPEG-2 Video Extension ne peut être utilisé qu'avec Media Player. Si vous ne possédez pas cette application, installez-la gratuitement maintenant.

Le processus d'installation est très simple et ne prend que quelques secondes, cliquez simplement sur le bouton ""Obtenir"" et l'extension s'installera automatiquement directement dans l'application Media Player.

S'il est nécessaire de lire un autre format, vous pouvez ajouter encore plus d'extensions au Media Player, telles que:
MKV MPG FLV RMVB QT HEVC WEBM VOB AV1"
Movie TV+ Popcorn Times,4.99,Divertissement,App_Shop,1/17/2023 5:15:36 PM,"With Movie TV+ Popcorn Times you will be able to watch movies via torrent files as it will act as a media player for a huge library of videos and movies including the latest movies, Series. No subscription, Unlimited Downloads.  ( Multilanguage )

Movie TV+ Popcorn Times supports all country languages.

If you like watching movies, you know it's nice to have a platform where you can watch all movies without downloading them.

If you want a quality solution and alternative then you can use this app. It will provide a large library of movies that you can stream peer-to-peer to your device.

It also acts as a media player, as it allows you to watch videos and get rid of the stress of the day. You can also use subtitles and some other features to enhance the experience.

Stream Movies to Your PC via Torrents
The way Popcorn Time works is that it will stream movies to your device by connecting to peers on the other side of the link, giving you the ability to stream them to your PC. It gives you a simple interface that even beginners can enjoy.

You will be able to choose which movies and series to watch from the wide movie library opened in the main window. You can also sort them by categories. You'll be able to explore all the movies included in it, allowing you to choose which movies to watch - even some of the latest movies included.

Use Subtitles
You can also download subtitles and enjoy this experience even more. You can choose the language from the interface or add an SRT file that you can download from the internet.

Solution
Stream your favorite movies with Popcorn Time, a streaming platform that streams movies from torrents.

You can add subtitles to the movies and series you watch in your own language.


IMPORTANT!

- Since the application checks dns according to country and internet access speed, it may open a little slow at first boot, please be patient.

- Configuring the application settings, you can find the video in the Microsoft Store application profile.

- To benefit from the subtitle module, you must be a member of www.opensubtitles.org and enter your membership information in the Settings section.

- Java must be up to date on your computer"
Find My AirTag,4.99,Affaires,Top Software,12/7/2021 12:26:46 AM,Locate your AirTags on your Windows PC.
Universal EPUB EBook Reader Premium,7.99,Divertissement,B Software,4/28/2020 1:39:31 PM,"Universal EPUB EBook Reader Premium!

Pourquoi transporter des livres lourds? 
La lecture écologique de livres électroniques vous permet de lire n’importe quand et n’importe où ! 

Lisez les meilleurs eBooks facilement et simplement avec le nouveau Universal EPUB Ebook Reader Premium! C’est une application eBook Reader qui mélange d’excellentes fonctionnalités avec facilité d’utilisation. 

Nous aimons lire aussi bien que vous, c’est pourquoi nous avons excité de créer le meilleur service de lecture, celui que nous aimerons et nous utiliserons nous-mêmes!

Universal EPUB Book Reader Premium est efficace, minuscule, portable et démarre très rapidement.
La simplicité de l’interface utilisateur a une grande priorité pour nous. 

Notre plus grand objectif est de créer la meilleure application pour lire le livre sur les plates-formes Windows."
PC ePub Reader,2.69,Utilitaires et outils,Shek Lab,11/1/2022 11:02:26 AM,"PC ePub Reader is a powerful ePub reader. You can read DRM-free ePub books on PC and laptops. Fully supports keyboard control, independent, without any additional requirements. No .Net, Java or third-party browser required."
Professor Teaches Powerpoint 2021 with Skill Assessment,14.99,Éducation,Individual Software Inc.,11/22/2022 9:29:35 AM,"*** NOT COMPATIBLE WITH WINDOWS 10s ***
Professor Teaches PowerPoint 2021 is a computer training program designed by experts to teach you everything you need to know to about Microsoft PowerPoint. Learn how to create visually stunning presentations for work or school. Professor Teaches provides hours of course material and hands-on training in a realistic simulation of the actual software.

What is Microsoft PowerPoint 2021?
PowerPoint 2021 is software developed by Microsoft to help you create quality presentations. PowerPoint is used for business and academic applications as a fast and effective way to present information and ideas. PowerPoint 2021 is the latest version of the program and provides better collaboration tools and editing capabilities.

What Are the Benefits of Learning Microsoft PowerPoint 2021?
•	Discover new ways to create professional-looking presentations quickly
•	Learn how to publish to the web
•	Learn how to create dynamic presentations using animation effects

PowerPoint 2021 – Over 60 Lessons!
Our extensive computer training course will cover the following topics: 
•	How to apply PowerPoint views
•	How to use templates
•	Using drawing tools
•	Adding tables and charts
•	How to apply selecting and grouping
•	Adding images
•	Using Grids and Guides
•	Saving and Closing a Presentation
•	Creating a New Presentation
•	Using the Format Painter
•	Working with Tabs
•	Using Templates
•	Changing a Slide Layout
•	Customizing Templates
•	Adding Headers and Footers
•	Adding Speaker Notes
•	Introduction to Drawing Tools
•	Working with Shapes and Pictures
•	Inserting and Formatting Picture Files
•	Arranging Objects
•	Adding Animation Effects
•	Adding a Sound Clip
•	Outlining, Proofing and Printing
•	Delivering Your Presentation

Features of Professor Teaches PowerPoint 2021
•	Practice in a Realistic Simulation of the Software
•	Hundreds of Learning Topics
•	4 to 8 Hours of Training per Course
•	Realistic Simulations
•	Beginner to Advanced Topics
•	Self-Paced Learning Objectives
•	Introductions and Summaries
•	Interactive Exercises
•	Professional Voice Narration
•	End-of-Chapter Quiz Questions
•	Check marks for Completed Topics
•	Glossary, Index, and Search
•	Professor Answers for Instant Training"
